ú‹⁄OKLLLã€úèLÀåŸúûMÀŸùMÀ›öX[œL‹›Ÿ\èLã›[YW€€óÿZ\èLLÿ€›[ù\èMçLãŸúô\]Y[òﬁONé
BåMÀÕÀÃåååéååH\Ÿ»^HùY[òH€ÿô\ù\òHHŸ[ú€‹àHçL»›]»
û›[Y\›[\LÃåNLçÕŒLãú‹⁄OKLLLãsnr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6413, tx_frequency=868000000)
17/7/2020 4:28:23 msg Hay buena cobertura de sensor 1 6414 stats (rx_timestamp=3218927792, rssi=-112, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6414, tx_frequency=868000000)
17/7/2020 4:29:38 msg Hay buena cobertura de sensor 1 6444 stats (rx_timestamp=3294113592, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6444, tx_frequency=868000000)
17/7/2020 4:29:41 msg Hay buena cobertura de sensor 1 6445 stats (rx_timestamp=3302467606, rssi=-110, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6445, tx_frequency=868000000)
17/7/2020 4:29:43 msg Hay buena cobertura de sensor 1 6446 stats (rx_timestamp=3302467606, rssi=-110, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=6446, tx_frequency=868000000)
17/7/2020 4:29:46 msg Hay buena cobertura de sensor 1 6447 stats (rx_timestamp=3306644593, rssi=-112, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6447, tx_frequency=868000000)
17/7/2020 4:29:48 msg Hay buena cobertura de sensor 1 6448 stats (rx_timestamp=3306644593, rssi=-112, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6448, tx_frequency=868000000)
17/7/2020 4:29:51 msg Hay buena cobertura de sensor 1 6449 stats (rx_timestamp=3306644593, rssi=-112, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6449, tx_frequency=868000000)
17/7/2020 4:29:53 msg Hay buena cobertura de sensor 1 6450 stats (rx_timestamp=3314998530, rssi=-111, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6450, tx_frequency=868000000)
17/7/2020 4:29:56 msg Hay buena cobertura de sensor 1 6451 stats (rx_timestamp=3314998530, rssi=-111, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6451, tx_frequency=868000000)
17/7/2020 4:29:58 msg Hay buena cobertura de sensor 1 6452 stats (rx_timestamp=3319175514, rssi=-110, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6452, tx_frequency=868000000)
17/7/2020 4:30:1 msg Hay buena cobertura de sensor 1 6453 stats (rx_timestamp=3319175514, rssi=-110, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6453, tx_frequency=868000000)
17/7/2020 4:30:3 msg Hay buena cobertura de sensor 1 6454 stats (rx_timestamp=3323352544, rssi=-111, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6454, tx_frequency=868000000)
17/7/2020 4:30:6 msg Hay buena cobertura de sensor 1 6455 stats (rx_timestamp=3327529533, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6455, tx_frequency=868000000)
17/7/2020 4:30:8 msg Hay buena cobertura de sensor 1 6456 stats (rx_timestamp=3327529533, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6456, tx_frequency=868000000)
17/7/2020 4:30:11 msg Hay buena cobertura de sensor 1 6457 stats (rx_timestamp=3331706521, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6457, tx_frequency=868000000)
17/7/2020 4:30:13 msg Hay buena cobertura de sensor 1 6458 stats (rx_timestamp=3331706521, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6458, tx_frequency=868000000)
17/7/2020 4:30:16 msg Hay buena cobertura de sensor 1 6459 stats (rx_timestamp=3335883504, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6459, tx_frequency=868000000)
17/7/2020 4:30:19 msg Hay buena cobertura de sensor 1 6460 stats (rx_timestamp=3340060499, rssi=-111, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6460, tx_frequency=868000000)
17/7/2020 4:30:21 msg Hay buena cobertura de sensor 1 6461 stats (rx_timestamp=3340060499, rssi=-111, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6461, tx_frequency=868000000)
17/7/2020 4:30:23 msg Hay buena cobertura de sensor 1 6462 stats (rx_timestamp=3344237434, rssi=-111, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6462, tx_frequency=868000000)
17/7/2020 4:30:26 msg Hay buena cobertura de sensor 1 6463 stats (rx_timestamp=3344237434, rssi=-111, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6463, tx_frequency=868000000)
17/7/2020 4:30:28 msg Hay buena cobertura de sensor 1 6464 stats (rx_timestamp=3344237434, rssi=-111, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6464, tx_frequency=868000000)
17/7/2020 4:30:31 msg Hay buena cobertura de sensor 1 6465 stats (rx_timestamp=3352591459, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6465, tx_frequency=868000000)
17/7/2020 4:30:33 msg Hay buena cobertura de sensor 1 6466 stats (rx_timestamp=3352591459, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6466, tx_frequency=868000000)
17/7/2020 4:30:36 msg Hay buena cobertura de sensor 1 6467 stats (rx_timestamp=3356768440, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6467, tx_frequency=868000000)
17/7/2020 4:30:38 msg Hay buena cobertura de sensor 1 6468 stats (rx_timestamp=3356768440, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=6468, tx_frequency=868000000)
17/7/2020 4:30:41 msg Hay buena cobertura de sensor 1 6469 stats (rx_timestamp=3360945425, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6469, tx_frequency=868000000)
17/7/2020 4:30:43 msg Hay buena cobertura de sensor 1 6470 stats (rx_timestamp=3365122410, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6470, tx_frequency=868000000)
17/7/2020 4:30:46 msg Hay buena cobertura de sensor 1 6471 stats (rx_timestamp=3365122410, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6471, tx_frequency=868000000)
17/7/2020 4:30:48 msg Hay buena cobertura de sensor 1 6472 stats (rx_timestamp=3369299352, rssi=-110, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6472, tx_frequency=868000000)
17/7/2020 4:30:51 msg Hay buena cobertura de sensor 1 6473 stats (rx_timestamp=3369299352, rssi=-110, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6473, tx_frequency=868000000)
17/7/2020 4:30:53 msg Hay buena cobertura de sensor 1 6474 stats (rx_timestamp=3369299352, rssi=-110, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=6474, tx_frequency=868000000)
17/7/2020 4:30:56 msg Hay buena cobertura de sensor 1 6475 stats (rx_timestamp=3377653317, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6475, tx_frequency=868000000)
17/7/2020 4:30:58 msg Hay buena cobertura de sensor 1 6476 stats (rx_timestamp=3377653317, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6476, tx_frequency=868000000)
17/7/2020 4:31:1 msg Hay buena cobertura de sensor 1 6477 stats (rx_timestamp=3381830344, rssi=-111, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6477, tx_frequency=868000000)
17/7/2020 4:31:3 msg Hay buena cobertura de sensor 1 6478 stats (rx_timestamp=3381830344, rssi=-111, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6478, tx_frequency=868000000)
17/7/2020 4:31:6 msg Hay buena cobertura de sensor 1 6479 stats (rx_timestamp=3386007327, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6479, tx_frequency=868000000)
17/7/2020 4:31:9 msg Hay buena cobertura de sensor 1 6480 stats (rx_timestamp=3390184315, rssi=-111, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6480, tx_frequency=868000000)
17/7/2020 4:31:11 msg Hay buena cobertura de sensor 1 6481 stats (rx_timestamp=3390184315, rssi=-111, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6481, tx_frequency=868000000)
17/7/2020 4:31:14 msg Hay buena cobertura de sensor 1 6482 stats (rx_timestamp=3394361208, rssi=-112, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6482, tx_frequency=868000000)
17/7/2020 4:31:16 msg Hay buena cobertura de sensor 1 6483 stats (rx_timestamp=3394361208, rssi=-112, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6483, tx_frequency=868000000)
17/7/2020 4:31:18 msg Hay buena cobertura de sensor 1 6484 stats (rx_timestamp=3394361208, rssi=-112, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6484, tx_frequency=868000000)
17/7/2020 4:31:21 msg Hay buena cobertura de sensor 1 6485 stats (rx_timestamp=3402715267, rssi=-110, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6485, tx_frequency=868000000)
17/7/2020 4:31:23 msg Hay buena cobertura de sensor 1 6486 stats (rx_timestamp=3402715267, rssi=-110, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6486, tx_frequency=868000000)
17/7/2020 4:31:26 msg Hay buena cobertura de sensor 1 6487 stats (rx_timestamp=3406892248, rssi=-110, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6487, tx_frequency=868000000)
17/7/2020 4:31:28 msg Hay buena cobertura de sensor 1 6488 stats (rx_timestamp=3406892248, rssi=-110, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6488, tx_frequency=868000000)
17/7/2020 4:31:31 msg Hay buena cobertura de sensor 1 6489 stats (rx_timestamp=3411069191, rssi=-110, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6489, tx_frequency=868000000)
17/7/2020 4:31:34 msg Hay buena cobertura de sensor 1 6490 stats (rx_timestamp=3415246218, rssi=-109, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6490, tx_frequency=868000000)
17/7/2020 4:31:36 msg Hay buena cobertura de sensor 1 6491 stats (rx_timestamp=3415246218, rssi=-109, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6491, tx_frequency=868000000)
17/7/2020 4:31:38 msg Hay buena cobertura de sensor 1 6492 stats (rx_timestamp=3419423168, rssi=-110, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6492, tx_frequency=868000000)
17/7/2020 4:31:41 msg Hay buena cobertura de sensor 1 6493 stats (rx_timestamp=3419423168, rssi=-110, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6493, tx_frequency=868000000)
17/7/2020 4:31:43 msg Hay buena cobertura de sensor 1 6494 stats (rx_timestamp=3419423168, rssi=-110, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6494, tx_frequency=868000000)
17/7/2020 4:31:46 msg Hay buena cobertura de sensor 1 6495 stats (rx_timestamp=3427777179, rssi=-110, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6495, tx_frequency=868000000)
17/7/2020 4:31:48 msg Hay buena cobertura de sensor 1 6496 stats (rx_timestamp=3427777179, rssi=-110, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6496, tx_frequency=868000000)
17/7/2020 4:31:51 msg Hay buena cobertura de sensor 1 6497 stats (rx_timestamp=3431954170, rssi=-112, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6497, tx_frequency=868000000)
17/7/2020 4:31:54 msg Hay buena cobertura de sensor 1 6498 stats (rx_timestamp=3431954170, rssi=-112, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6498, tx_frequency=868000000)
17/7/2020 4:31:56 msg Hay buena cobertura de sensor 1 6499 stats (rx_timestamp=3431954170, rssi=-112, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6499, tx_frequency=868000000)
17/7/2020 4:31:59 msg Hay buena cobertura de sensor 1 6500 stats (rx_timestamp=3440309098, rssi=-110, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6500, tx_frequency=868000000)
17/7/2020 4:32:1 msg Hay buena cobertura de sensor 1 6501 stats (rx_timestamp=3440309098, rssi=-110, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6501, tx_frequency=868000000)
17/7/2020 4:32:3 msg Hay buena cobertura de sensor 1 6502 stats (rx_timestamp=3444486088, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6502, tx_frequency=868000000)
17/7/2020 4:32:6 msg Hay buena cobertura de sensor 1 6503 stats (rx_timestamp=3444486088, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6503, tx_frequency=868000000)
17/7/2020 4:32:9 msg Hay buena cobertura de sensor 1 6504 stats (rx_timestamp=3448663077, rssi=-111, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6504, tx_frequency=868000000)
17/7/2020 4:32:11 msg Hay buena cobertura de sensor 1 6505 stats (rx_timestamp=3452841100, rssi=-111, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6505, tx_frequency=868000000)
17/7/2020 4:32:14 msg Hay buena cobertura de sensor 1 6506 stats (rx_timestamp=3452841100, rssi=-111, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6506, tx_frequency=868000000)
17/7/2020 4:32:16 msg Hay buena cobertura de sensor 1 6507 stats (rx_timestamp=3457019090, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6507, tx_frequency=868000000)
17/7/2020 4:32:18 msg Hay buena cobertura de sensor 1 6508 stats (rx_timestamp=3457019090, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6508, tx_frequency=868000000)
17/7/2020 4:32:21 msg Hay buena cobertura de sensor 1 6509 stats (rx_timestamp=3461196078, rssi=-112, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6509, tx_frequency=868000000)
17/7/2020 4:32:24 msg Hay buena cobertura de sensor 1 6510 stats (rx_timestamp=3465374066, rssi=-112, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6510, tx_frequency=868000000)
17/7/2020 4:32:26 msg Hay buena cobertura de sensor 1 6511 stats (rx_timestamp=3465374066, rssi=-112, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6511, tx_frequency=868000000)
17/7/2020 4:32:29 msg Hay buena cobertura de sensor 1 6512 stats (rx_timestamp=3469551003, rssi=-111, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6512, tx_frequency=868000000)
17/7/2020 4:32:31 msg Hay buena cobertura de sensor 1 6513 stats (rx_timestamp=3469551003, rssi=-111, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6513, tx_frequency=868000000)
17/7/2020 4:32:34 msg Hay buena cobertura de sensor 1 6514 stats (rx_timestamp=3473728040, rssi=-111, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6514, tx_frequency=868000000)
17/7/2020 4:32:36 msg Hay buena cobertura de sensor 1 6515 stats (rx_timestamp=3477905027, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=6515, tx_frequency=868000000)
17/7/2020 4:32:39 msg Hay buena cobertura de sensor 1 6516 stats (rx_timestamp=3477905027, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6516, tx_frequency=868000000)
17/7/2020 4:32:41 msg Hay buena cobertura de sensor 1 6517 stats (rx_timestamp=3482082009, rssi=-112, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6517, tx_frequency=868000000)
17/7/2020 4:32:44 msg Hay buena cobertura de sensor 1 6518 stats (rx_timestamp=3482082009, rssi=-112, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6518, tx_frequency=868000000)
17/7/2020 4:32:46 msg Hay buena cobertura de sensor 1 6519 stats (rx_timestamp=3482082009, rssi=-112, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6519, tx_frequency=868000000)
17/7/2020 4:32:49 msg Hay buena cobertura de sensor 1 6520 stats (rx_timestamp=3490436980, rssi=-110, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6520, tx_frequency=868000000)
